geometry,h3_index,bike_path_length,main_roads_length,walks_length,green_space_area,distance_to_city_center,service_amenity_count
"POLYGON ((20.071837449325933 50.10645564326969, 20.06781644868305 50.10382128031014, 20.06376596432041 50.105785853134144, 20.063736448334055 50.11038437174411, 20.067757126416247 50.11301863435681, 20.071807643029437 50.111054478723794, 20.071837449325933 50.10645564326969, 20.071837449325933 50.10645564326969))",885262d5c3fffff,0.0,159.84597052256015,5461.006734656583,1284.2046107924361,8561.182747834144,0
"POLYGON ((19.930748355618416 50.07407489433193, 19.926727066209548 50.07144417657636, 19.922681892042327 50.073408255098194, 19.922657973628734 50.07800263538238, 19.926678939952243 50.080633253472904, 19.930724147758625 50.07866959096167, 19.930748355618416 50.07407489433193, 19.930748355618416 50.07407489433193))",885262c52dfffff,15.124141318210105,2408.6316485362213,50786.50021307639,24444.411616451136,6033.219304066194,244
"POLYGON ((20.197042385744542 50.10994383993925, 20.193020569013648 50.107306254178326, 20.188964939614674 50.109272990290776, 20.188931095656393 50.1138768939661, 20.192952590244804 50.11651437909055, 20.197008250917957 50.11454806119358, 20.197042385744542 50.10994383993925, 20.197042385744542 50.10994383993925))",885262d649fffff,0.0,0.0,4254.603360546797,26510.228195017582,15876.780599492222,0
"POLYGON ((20.00743809377558 50.0735157357841, 20.003416152298918 50.07088305059553, 19.99936774929989 50.072848636463775, 19.999341254692432 50.077446490905395, 20.0033628733279 50.08007907628682, 20.007411309395916 50.07811390705115, 20.00743809377558 50.0735157357841, 20.00743809377558 50.0735157357841))",885262c76dfffff,2578.4501536959797,3737.138055977725,42224.60548794307,46416.29232359858,3226.922025395974,70
"POLYGON ((19.822030513902227 50.03064544509247, 19.818008226037268 50.028017545903325, 19.813966828311088 50.0299825016426, 19.81394768353855 50.034574941505326, 19.81796964788148 50.03720274178489, 19.82201108050291 50.03523820112884, 19.822030513902227 50.03064544509247, 19.822030513902227 50.03064544509247))",885262cdc1fffff,1482.3495814795392,4002.9501725696127,13655.108912718548,22109.848036175656,13018.757582853936,10
"POLYGON ((20.176998315216977 50.08754760916231, 20.172975659580636 50.084910555611586, 20.16892044743655 50.086878436718536, 20.168887859260053 50.09148295336557, 20.172910192638263 50.0941199066015, 20.17696543643511 50.0921524435227, 20.176998315216977 50.08754760916231, 20.176998315216977 50.08754760916231))",885262d66dfffff,0.0,2215.2112549132607,8957.247384415112,5335.921651632647,13537.584369176726,2
"POLYGON ((19.890619297902607 50.02939066338384, 19.886596372817763 50.02676100830016, 19.882552057393365 50.028727363227894, 19.88253063264418 50.033322957619994, 19.8865532344198 50.035952513677735, 19.890597584237707 50.033986574386745, 19.890619297902607 50.02939066338384, 19.890619297902607 50.02939066338384))",885262ce27fffff,0.0,389.1630629994381,11128.255780695863,76424.80750871959,8162.854149008631,9
"POLYGON ((19.84228059812955 50.01162843295347, 19.838257299939666 50.00900003041398, 19.83421469338481 50.01096666898294, 19.834195350067553 50.015561294882936, 19.838218324758042 50.0181895987127, 19.842260966249007 50.01622337536965, 19.84228059812955 50.01162843295347, 19.84228059812955 50.01162843295347))",885262cd53fffff,0.0,826.2398511569876,8516.049465604938,234212.44153946056,12054.600693959645,1
"POLYGON ((19.85853231981226 49.98537228712302, 19.854507727612052 49.9827434904915, 19.85046394868405 49.98471222860373, 19.85044472685953 49.98930934803726, 19.85446899555531 49.991938046257964, 19.85851280956389 49.98996972347362, 19.85853231981226 49.98537228712302, 19.85853231981226 49.98537228712302))",885262cd49fffff,0.0,0.0,5320.592716938492,21519.79411197944,12266.76188288699,0
"POLYGON ((19.85803195740243 50.09562512694179, 19.85401222662961 50.09299625843352, 19.84997051856026 50.09495747697955, 19.8499485072808 50.09954714860734, 19.8539679147852 50.10217591732188, 19.85800965682134 50.10021511421972, 19.85803195740243 50.09562512694179, 19.85803195740243 50.09562512694179))",885262ceb7fffff,0.0,1213.1490873061612,14815.947777702258,123035.00116024306,11772.058470284821,1
"POLYGON ((20.152765777922497 50.08554038862108, 20.14874321971935 50.082903959986496, 20.14468897679067 50.08487151292406, 20.144657260193835 50.08947507668559, 20.148679496054612 50.09211140507824, 20.152733770838562 50.090144269968825, 20.152765777922497 50.08554038862108, 20.152765777922497 50.08554038862108))",885262d753fffff,0.0,1432.9378175602587,11715.299007309834,22302.99445616739,11830.763920395102,12
"POLYGON ((20.08425581720476 50.05914891051883, 20.080232626963856 50.0565142633037, 20.076180747711344 50.058482302719646, 20.076152026045463 50.06308457212659, 20.08017489366216 50.06571911956586, 20.084226805552944 50.063751497391635, 20.08425581720476 50.05914891051883, 20.08425581720476 50.05914891051883))",885262d501fffff,47.12143221260657,2410.340627189271,9784.61259215415,54797.98841582735,6194.375423094956,4
"POLYGON ((19.942811726603793 50.08196767779166, 19.938790685878562 50.079336644944355, 19.934745151367647 50.081300416414614, 19.93472062409733 50.08589480463283, 19.938741341792817 50.08852573769264, 19.94278690977227 50.08656238233913, 19.942811726603793 50.08196767779166, 19.942811726603793 50.08196767779166))",885262c563fffff,900.7656358323022,2112.7266366293766,37136.047782233116,20545.33681098589,5904.342442483962,122
"POLYGON ((20.189065766057364 50.09545940263963, 20.185043368518404 50.09282203268113, 20.180987801978794 50.094789605103756, 20.180954601480583 50.09939412936734, 20.184976676818675 50.10203139888755, 20.18903227483988 50.10006424459987, 20.189065766057364 50.09545940263963, 20.189065766057364 50.09545940263963))",8852666d93fffff,0.0,0.0,7170.343754412007,3625.067317181492,14671.958702604461,2
"POLYGON ((20.05968625628006 50.11234841846336, 20.055665612514492 50.109714363714886, 20.051615745149647 50.111678301530645, 20.051586489252276 50.1162758770139, 20.05560681043067 50.11890983136513, 20.05965671007756 50.1169463106478, 20.05968625628006 50.11234841846336, 20.05968625628006 50.11234841846336))",885262d58bfffff,0.0,0.0,4862.024027242514,43683.73807633711,8640.796759547786,1
